0,1,2
129,38.2,""""
141,39.3,""""
161,41.2,""""
199,44.7,","""
230,47.5,
251,49.5,
273,51.5,
295,53.5,
328,56.7,
362,60.0,
39],62.6,
409,64.4,
454,69.0,
