0,1,2,3
2000,27.8,27.45,..
3000,28.8,27.8,..
4000,29.4,27.9,..
5000,30.1,28.4,..
6000,30.5,28.2,..
7000,31.1,28.1,..
8000,31.9,28.6,..
9000,32.2,27.9,..
10000,32.7,28.5,..
