0,1,2,3,4,5,6,7,8
"92.7."".92.5365.9365.7",,70.370.33,,28.628.64,,22.222.28,,
93.2366.4,,70.5,,28.8,,22.5,,LiC~04.H 2O
97.3370.5,,71.0,,29.3,,23.0,,
"108.9."".120.7393.9382.1",,72.875.0,,3133.7 •.2,,25.228.2,,
136.9410.1,,80.0,,40.4,,37'.6,,""""
"144.0."".148.5421.7417.2",,82.585.0,,44.449.0,,44.353.3,,
149.3422.5,,87.5,,54.2,,65.8,,""""
144.2417.4,,90.0,,60.4,,84.6,,""""
167.5440.7,,91.04,,63.24,,95.50,,LiC~04
172.0445.2,,91.11,,63.44,,96.33,,
