0,1,2,3,4
4,0.30,-0.7,,ice
8,0.63,-1.5,,II
10,0.81,-2.1,,II
12,1.00,0.8,KH,":,o"
16,1.39,13.6,2,4
18,1.61,19.8,,II
20,1.83,26.0,,f l
22,2.07,31.8,,II
