0,1,2,3
45.0,1.81,1.78,
55.0,2.68,2.66,
55.89,3.27,3.26,
70.03,5.01,5.09,
74.98,6.37,6.56,
79.93,8.34,8.78,
85.1,12.19,13.4,
87.7,11.83,12.9,Sr(OH)2' H20
90.0,11.66,12.7,""""
90.24,11.59,12.6,""""
94.65,11.2,12.2,""""
