0,1,2,3,4,5,6,7,8,9
0.944,0.702,5.210,3.535,,6.885,3.688,3.864,6.732,11.766
2.99,2.15,5.008,3.076,,6.940,3.184,3.360,6.832,11.664
4.99,3.88,4.880,2.955,,6.805,2.859,3.035,6.901,11.605
6.48,5.1,4.851,2.860,,6.842,2.730,2.906,6.972,11.647
,,,,",",,,,,
7.98,6.48,4.810,2.824,,6.796,2.604,2.780,7.016,11.650
9.98,8.13,4.790,2.733,,6.847,2.503,2.679,7.077,11.691
11.98,9.74,4.770,2.650,,6.890,2.426,2.602,7.114,11.708
