0,1,2,3,4,5,6
-0.21.0,0.021,ice,-13.5,46.2,1.80,A
-0.52.0,0.040,,-15.0,47.7,1.90,A
-1.05.2,0.110,,-16.6,49.8,2.07,A
-1.59.0,0.210,,-19.1,51.0,2.17,A
-2.113.0,0.311,,-23.3,53.1,2.36,A
-2.916.0,0.397,,-25.0,55.7,2.62,A
-4.020.0,0.521,,-28.6,58.0,2.88,A
-4.623.5,0.640,,-31.3,59.2,3.02,A
-5.426.4,0.747,,-35.0,60.6,3.20,A
-5.627.3,0.782,,-40.6,62.0,3.40,A
-6.033.0,1.030,,,,,
-6.6 Bb-9.037.041.0,1.2201.450,,-43.5 -22.0,64.064.2,3.703.73,B
