0,1,2,3
10,29.7,22.9,NaCl
20,29.2,22.6,
30,28.7,22.3',
40,28.2,22.0,
50,27.7,21.7,
60,27.2,21.4,
70,26.8,21.1,
80,26.4,20.9,
90,26.1,20.7,
100,25.8,20.5,
