0,1,2,3,4,5
-10.0,39.08,,"""",,""""
0.0,40.2,,"""",,""""
10.0,42.14,,"""",,""""
15.0,43.77,,"""",,""""
19.4,45.15,LiCl·2H 20,+ LiCl·H 20,,E
20.0,45.2,LiC1·H 20,,,S.
25.0,45.7,,"""",,""""
30.0,46.24,,"""",,""""
35.05,46.7,,"""",,""""
40.0,47.14,,"""",,""""
50.0,48.31,,"""",,""""
60.0,49.76,,"""",,""""
