0,1,2,3,4
1045.58,5.111,2.990,1.562,II
2048.66,5.746,3.384,1.609,II
3051.4,6.37,3.78,1.662,II
4054.5,7.15,4.28,1.722,II
5057.3,7.94,4.79,1.787,II
6562.5,9.68,5.95,1.900,II
7566.8,11.5,7.18,2.013,II
7868.3,12.2,7.69,2.070,II
80.5b 70.15,II13.13,8.390,--,
80.0b 70.lb,13.1,8.37,--,A +
8170.1,13.1,8.37,--,B
II9070.8,13.5,8.66,--,
10071.9,14.1,9.13,--,B
11772.6,14.6,9.46,--,II
II13073.3,15.0,9.80,--,
"l34b ,c 73.6c",15.2,9.95,--,II
