0,1,2,3,4
4,0.30,-0.8,,ice
8,0.63,-1.6,,II
10,0.81,-2.0,,II
12,1.00,-0.2,,II
14,1.19,-7.8,,II
16,1.39,+14.1,KH,";,o"
18,1.61,+20.6,2,4
