0,1,2,3,4,5
01.57,,,0.66,38.9,LiCl'2H 2 O
201.24,,,0.52,44.7,L1Cl'H 2 O
40,,,0.46,47.7,II
60,,,0.41,50.0,II
650.96,,,,51.0,II
800.87,,,0.36,53.5,II
95 O. '17,,,,56.5,L1C1
960.78,,,0.31,56.2,II
100,,,,58.3,II
1400.12,,,,58.1,II
1600.69,,,,59.2,II
-----_.- --_ 171,.._.---,--,,,LiC1b
