0,1,2,3,4
-0.45,0.01,0.99,.,ice
-0.9,0.02,1.96,,""""
-1.8,0.04,3.85,,""""
-2.65,0.06,5.66,,""""
-3.55,0.08,7.41,,""""
-4.4,0.1,9.09,,n
- 5.35,0.12,10.71,,n
