0,1,2,3,4,5
42 . 3,6 . 11,----,----,"14,5",
41 . 4,6.09,"2 , 0",0.31,14 . 4,""""
39 . 9,6 . 11,"5 , 7",Q . 91,14 . 7,""""
"3 8 , 4",6 . 09,"9 , 1",1 . 51,14 . 6,I I
3 7 . 1,6 . 10,12 . 2,2 . 09,14 . 5,""""
3 6 . 4,6 . 09,13 . 8,2 .41,20 . 9,B
"3 5 , 9",6 . 12,1 5 . 2,2 . 7 0,26 . 6,""""
35 . 2,6 . 10,"16 , 7",3 . 02,31 . 1,""""
