0,1,2,3,4,5,6,7
"25 ,39",0. 17,"0 , 39",0.04,"32 , 48",12 . 10,----,----
25.85,"0 , 22","0 , 51",0 . 05,"32 , 99",12.40,----,----
27 . 7 9,0. 19,0 . 44,0 . 04,35 . 5 5,13 .88,----,----
