0,1,2,3,4,5,6,7,8
"""I I  4 5 . 16 52 , 3 1",5.63 4 . 7 2,,7 . 3 0  13 . 22,,1 . 07 1 .88,,,4
38 . 28,3 .8 6,,18 . 62,,2.57,,"""",
33 . 8 0,3 .40,,22 . 9 1,,3 . 14,,"""",
2 0 . 93,2.12,,36 . 09,,4 . 99,,I I,
7 . 19,"0 ,84",,55 .42,,8 .80,,I I,
"4 , 60",0.58,,60 . 99,,10 . 5,,C sH Po +,CsCl
3 . 4 2,"0 , 43",,61 . 7 3,,10 . 5,,2  sCl,
1 . 4 7,0 . 19,,64 . 4 7,,11 . 2,,I I,
