0,1,2,3,4,5,6,7,8,9,10,11
0,----,----,----,----,9.96,4 . 89,10 . 20,2 . 73,C,+,D
2 5,----,----,----,----,17 . 61,4 .41,14 . 07,3 . 85,,I I,
0,----,----,25 . 58,3.4 7,-----,----,18 . 58,6.22,B,+,D
25  0,---- 0 . 80,---- a . as,12 . 9 7  29 . 08,1.53 3.14,----- -----,--------,-2-2-. -84-,-6-. -65 -,B,I I  +,E
2 5,1.17,0 . 14,39.9 6,5 . 14,-----,----,-----,--,,,
0,3 . 23,0.2 5,s . 7 7,0 . 48,-----,----,-----,------,A,I I  +,E
2 5,11.90,1 . 00,3 . 68,0 . 33,-----,----,-----,----,,I I,
0,9 . 54,", 1 . 00",-----,----,23 . 39,5 . 9 5,-----,----,A,+,C
25,5 . 06',a . so,-----,----,23 . 72,5 . 70,-----,----,,I t,
