0,1,2,3,4,5,6,7,8,9,10
78,,2.582.38,,0.230.21,,-----,----,57.757.0,,6.316.11
9,,1.67,,0.15,,-----,----,58.0,,6.26
101112,,-------- ----,,---- --------,,0.401.022.27,0.190.600.26,58.959.458.7,,6.296.746.35
1316171514,,-------- ---- ---- ----,,-------- ---- ---- ----,,7.0112.012.77.649.08,2.373.385.335.422.60,62.865.163.562.363.5,,9.0610.112.311.69.03
1819,,---- ----,,--------,,15.017.7,5.415.39,56.848.8,,8.744.87
