0,1,2,3
321.6,0.092892,5.69,44.71
323.2,0.092657,5.67,44.64
328.2,0.093014,5.70,44.75
333.2,0.094587,5.80,45.2
338.2,0.097088,5.97,45.92
343.2,0.10026,6.19,46.81
348.2,0.10386,6.44,47.78
353.2,0.10762,6.70,48.78
358.2,0.11126,6.95,49.72
363.2,0.11451,7.18,50.52
368.2,0.11707,7.36,51.15
373.2,0.11865,7.48,51.53
