0,1,2,3,4,5,6,7,8
No,mol/ kg,mol/kg,No,mol/kg,mol/kg,No,mol/ kg,mo l/kg
1,1.068,-----,6,1.827,-----,17,3.015,-----
2,0.885,0.369,7,1.673,0.242,18,2.110,1.259
,0.612,0.191,8,1.245,0.971,19,1.292,2.805
,0.239,3.659,9,1.166,1.146,20,0.571,5.494
5,-----,3.827,10,1.098,1.326,21,-----,5.775
,,,11,1.017,1.543,,,
,,,12,0.800,2.232,,,
,,,13,0.482,3.954,,,
,,,14,0.366,4.648,,,
