0,1,2,3,4,5
20.21,1.86,----,0.0,79.79,22.66
17.53,1.72,7.85,0.91,74.62,22.08
16.19,1.68,13.05,1.6,70.76,21.90
15.48,1.65,15.84,2.0,69.68,21.84
14.27,1.53,17.53,2.23,67.2,----
13.08,1.43,20.12,2.61,66.8,21.61
7.97,0.86,24.48,3.15,67.55,21.95
----,0.oo,28.85,3.52,71.15,22.00
