0,1,2,3,4,5,6,7,8,9,10,11
0,----,----,----,----,9.96,4.89,10.20,2.73,C,+,D
25,----,----,----,----,17.61,4.41,14.07,3.85,,II,
0,----,----,25.58,3.47,-----,----,18.58,6.22,B,+,D
250,---- 0.80,---- 0. as,12.9729.08,1.533.14,----- -----,--------,-2-2-. -84-,-6-. -65 -,B,II  +,E
25,1.17,0.14,39.96,5.14,-----,----,-----,--,,,
0,3.23,0.25,s .77,0.48,-----,----,-----,------,A,II  +,E
25,11.90,1.00,3.68,0.33,-----,----,-----,----,,II,
0,9.54,",1.00",-----,----,23.39,5.95,-----,----,A,+,C
25,5.06',0.50,-----,----,23.72,5.70,-----,----,,I t,
