0,1,2,3,4,5
no. mass%,mol/kg,mass%,mol/kg,mass%,mol/kg
212265.1462.15,8.0010.98,--1.-27 -,0.62 ----,---- 6.90,----2.52
-------242328.4728.62,3.003.02,26.8926.74,10.7410.67,--------,-
