0,1,2,3,4,5,6,7,8
96.0,97.0,6.07,o .70,53.23,23.31,----,----,40.70
90.5,98.0,14.35,1.58,43.07,18.02,----,----,42.58
86.5,102.0,19.98,2.09,35.16,13.97,----,----,44.86
82.279.5,130.0121.0,23.1426.54,2.072.33,24.2219.95,8.206.64,---- ----,--------,52.6453.51
76.3,119.0,32.36,2.94,15.83,5.45,----,-,
73.570.8,127.0118.0,34.9140.06,3.033.55,10.886.92,3.572.32,---- ----,-------- --·,51.8154.2153.02
