0,1,2,3,4,5,6,7,8,9,10,11,12
46.2,7.81,17.6,5.91,57.5,7.95,----,----,11.3,1.29,"CsD ;,o",,
39.7,5.87,17.6,5.17,57.5,6.58,----,----,4.78,0.45,2,4.0,
38.3,5.54,17.9,5.14,58.5,6.52,----,----,2.79,0.26,"""",,
36.8,5.45,20.8,6.11,60.6,7.21,3.22,0.88,-----,----,II,,
37.6,5.86,22.7,7.02,61.9,8.15,5.35,1.62,-----,----,"""",,
37.7,5.97,23.5,7.39,62.0,8.48,6.42,2.02,-----,----,"""",,
37.9,6.05,23.7,7.52,62.4,8.66,6.56,2.10,-----,----,II,,
38.0,6.14,24.2,7.77,62.5,8.93,7.20,2.37,-----,----,II,,
37.9,6.13,24.3,7.80,62.4,8.9,7.42,2.43,-----,----,II,,
38.6,6.53,25.8,8.66,63.5,9.98,9.04,3.26,-----,----,"""",,
36.8,6.29,28.3,9.61,60.6,10.2,13.9,5.40,-----,----,CsD (P05,,4 ) 2
