0,1,2,3,4,5,6,7,8
"""II  45.1652.31",5.634.72,,7.3013.22,,1.071.88,,,4
38.28,3.86,,18.62,,2.57,,"""",
33.80,3.40,,22.91,,3.14,,"""",
20.93,2.12,,36.09,,4.99,,II,
7.19,0.84,,55.42,,8.80,,II,
4.60,0.58,,60.99,,10.5,,C sH Po +,CsCl
3.42,0.43,,61.73,,10.5,,2  sCl,
1.47,0.19,,64.47,,11.2,,II,
