0,1,2,3,4,5
42.3,6.11,----,----,14.5,
41.4,6.09,2.0,0.31,14.4,""""
39.9,6.11,5.7,0.91,14.7,""""
38.4,6.09,9.1,1.51,14.6,II
37.1,6.1,12.2,2.09,14.5,""""
36.4,6.09,13.8,2.41,20.9,B
35.9,6.12,15.2,2.70,26.6,""""
35.2,6.1,16.7,3.02,31.1,""""
