0,50.03,3.081,a-La(N03)3'6H20
18.4,54.16,3.636,""""
21.2,55.03,3.766,""""
25.4,55.80,3.885,""""
35.4,59.12,4.451,""""
42.4,63.84,5.434,""""
44.2,65.13,5.748,""""
14.4,56.27,3.96,6-La(N03)3'6H20
15.2,56.94,4.07,""""
15.8,56.85,4.055,""""
16.0,56.74,4.037,""""
23.2,58.7,4.374,""""
29.6,60.08,4.632,""""
32.2,61. 34,4.883,""""
40.0,62.71,5.176,""""
46.4,64.55,5.604,""""
49.4,65.17,5.759,""""
56.0,68.30,6.631,""""
64.5b,75.04,9.253,""""
