37.7,0.1276,118.3,116-119,0.89,15,0.090,0.042,11
51.9,0.207,268.1,266-269,1;19,12,0.16,0.11,11
61.9,0.282,367.7,366-369,1.11,13,0.22,0.19,11
70.1,0.362,443.1,421-455,10.01,20,2.7,2.9,11
80.2,0.495,550.5,548-553,1.47,12,0.61,0.97,11
89.9,0.683,651.2,648-683,1. 92,5,1.2,2.9,11
