323.7,78.8,0.0071,0.22,II
348.5,105.3,0.0014,0.043,II
375.1,137.4,0.0032,0.099,II
375.5,138.4,0.0026,0.08,II
400.2,172.7,0.0065,0.2,II
427.0,214.1,0.013,0.4,II
450.5,251.5,0.027,0.83,II
451.8,253.5,0.031,0.96,II
475.9,288.8,0.046,1.42,II
477.0,291.9,0.049,1.51,II
502.5,327.2,0.07,2.16,II
503.4,328.0,0.075,2.31,II
