447,53.54,0.2621,NaCl
507,62.44,0.3388,II
604,76.17,0.4963,II
604,76.56,0.5017,II
619,78.29,0.5264,II
646,82.26,0.5884,II
677,86.47,0.6633,II
711,90.47,0.7453,II
