148.6,29.62,II
148.2,29.62,II
149.0,29.62,
148.4,29.62,II
148.8,29.62,II
149.2,29.62,II
161.0,30.08,
172.4,30.61,""""
202.3,32.05,II
214.5,32.66,II
272.9,36.01,II
329.4,40.07,II
424.8,48.42,II
