25,0,1.63,1.84,2.09,2.28,2.16
,0.1,1.68,--,--,--,--
,0.2,I. 76,2.04,2.30,--,--
,0.3,1.88,--,--,--,--
,0.4,2.04,2.22,--,2.68,2.68
,0.5,2.22,--,2.62,--,--
,0.6,,2.37,--,--,--
,0.8,,2.59,2.94,3.10,3.20
,1.0,,2.77,3.16,--,--
,1.2,,,--,3.56,3.74
,1.3,,,3.48,--,--
,1.5,,,3.70,--,--
,1.6,,,--,4.06,4.30
,1.8,,,4.00,--,--
,2.0,,,4.20,4.47,4.90
,2.4,,,,5.17,5.50
,2.8,,,,5.76,6.15
,3.0,,,,6.07,--
,3.2,,,,,6.78
,3.6,,,,,7.47
,4.0,,,,,8.14
