7.5,1148,4500,9.1
7.7,1147,4500,7.7
7.6,115Z,4500,9.9
9.6,1155,4500,11.5
9.6,1149,4500,11.5
9.6,1144,4500,7.7
9.6,1149,Z700,0.3
9.6,1147,3900,4.7
9.6,1118,3300,Z.8
