-64.5,31.2,LiCl·5H 2 0 +-,LiCl·3H 2 O,Unnamed: 0,peritectic,point
-18.0,38.5,LiCl·3H 20 +-,LiCl·2H 2 O,,peritectic,point
0.0,42.2,LiCl·2H 2 O,,,,
10.0,46.5,LiCl'2H 2 O,,,,
18.5,45.0,LiCl'2H 2 0 +-,LiCl·H 2 O,,peritectic,point
20.0,48.0,LiCl·H 2 O,,,,
25.0,48.5,LiCl·H 2 O,,,,
98.0,56.7,LiCl·H 2 O,+- LiCl,,peritectic,point
