25.42,26.40,KCl
29.78,26.96,II
29.79,26.96,II
29.88,26.99,II
30.06,27.03,II
39.94,25.5,II
40.98,28.61,II
50.49,30.0,II
61.28,31.4,II
72.44,32.71,II
83.18,33.91,II
93.4,34.99,II
