148.6,40.24,·KCl
153.4,40.77,""""
162.8,41.43,""""
173.1,42.49,""""
192.3,44.02,""""
213.5,46.0,""""
256.1,50.0,""""
278.0,52.0,""""
371.0,50.98,""""
