0.1,7.48,1.62,7.97,1.32
0.2,7.54,1.58,8.04,1.35
0.3,7.61,1.55,8.11,1.38
0.4,7.69,1.55,8.17,1.33
0.5,7.81,1.62,8.25,1.3
0.6,7.92,1.62,8.34,1.29
0.7,8.03,1.51,8.49,1.34
0.8,8.21,1.45,8.7,1.44
0.9,8.56,1.58,9.04,1.58
