0.70,28.29,22.05,1.1540,XCl
19.55,34.37,25.58,1.1738,""""
32.80,38.32,27.7,1.1839,""""
59.85,45.84,31.43,1.198,""""
74.80,49.58,33.15,1.2032,""""
89.45,53.38,34.8,1.2069,""""
108.0 a,58.11,36.75,1.2118,""""
