77.2 78.49,9.260,A
85 79.92,10.1,A
90.5 80.98,10.8,A
92 81. 37,11.08,A
100 82.57,12.02,A
110 84.14,13.46,A
b,,
113 84.67,14.02,A+B
120 85.25,14.67,B
130 86.13,15.76,B
133 86.54,16.32,B
137 87.07,17.09,B
141.2 87.02,17.1,B
147 87.75,18.18,B
154.5 88.23,19.02,B
159 88.74,20.0,B
160 88.94,20.41,B
165.5 89.22,21.0,B
172 89.92,22.64,B
180 90.78,24.99,B
181 Bc91.10,25.98,
