4.25,29.5,Unnamed: 0,22.8,""""
16.5,33.7,,25.2,""""
25.0,35.9,,26.4,""""
29.75,37.5,,27.3,""""
45.0,41.8,,29.5,""""
107.65,58.5,(boIlIng,36.9,""""
