1.195,0.02131,A,a
1.2,0.0214,B,a
1.198,0.02136,A,a
1.202,0.02143,B,a
1.196,0.02133,A,a
1.194,0.02129,A,a
1.201,0.02142,B,b
1.196,0.02133,B,b
