0,1,2,3,4,5,6,7,8,9,10
mass%,mo1%,mass%,mo1%,mass%,mol / kg,mass%,mol /kg,mass%,mol/kg,phase
15 . 64,"5 , 13",0 . 55,0 . 079,1 . 2 7,"0 , 09",19 . 25,6 . 05,---,,
15.3 2,"5 , 02","0 , 59","0 , 084",1 . 36,0 .10,18.7 7,"5 ,87",-----,--------,A A
9 .30,2 . 93,1 . 17,0 . 16,"2 ,  7 0",Q . 18,10.02,2 .87,----,----,A
8.59 7 .  63,"2 , 7 0 2.41",1 . 54 3 . 18,0 . 21 o . 44,"3 , 56 7 . 35","0 , 24 a . so",8.48 4 . 47,2.41 1 . 2 6,--------,--------,A A
7 . 54,2 . 4 0,3 . 73,"0,52",8 . 62,0.59,3 . 42,"0 , 97",----,----,A
