0,1,2,3,4,5,6,7
,b,,b,,b,b,solid a.
mass%,mol / kg,mass%,mol/kg,mass%,mol / kg,mass%,phase
--------,--------,21 . 90 ----,1.97 ----,---- 1,----,78 . 10,A
2-1-. -15,"-2--, 4-3","7 . 4 6  20,75",o .74 1 .89,-2 . 10 2--. 3-0,"-a--. a-s 0 ,16","87 . 70 71 ,39 77 . 15",B A B + + D C
"50, 13","8 , 29","0, 29","0, 04",----,----,"49,58",C
"47, 72","7,54","0,39","0 , 05",----,----,51 .89,I I
"4 6, 4 8  42 . 11 ----","7 . 15 --6,-0-0",-------- 19 . 41,---- ---- 1 .73,"0, 25 1 . 7 8 0 . 36","0, 03 0 , 04 0 .14","53 .27 78 .81 57 , 53",E B I I
-------- ----,---- --------,"16, 01 8 , 29 1 . 51","1 .37 0.67 0, 12",1 . 7 9  11.22 4.42,"0 . 13 0,31 0, 78","82.20 87 , 27 87 , 29",f l  I I  II
