0,1,2,3,4,5,6,7,8,9,10,11
1,3 . 8,30.43,0 . 30,5 . 6,69 . 57,"0 , 3 5",90 . 6,10932,,"""",
2,8.6,54 . 38,0 . 72,4 . 4,45.62,0 . 29,"8 6 , 9",8461,,I I,
,10 . 8,61 . 90,0 . 93,4 . 2,38.1,0 . 28,"85 , 0",7488,A,+,B
3,11 . 3,"7 3 , 2","0 , 96",2.6,"26 , 8","0 , 17",8 6 . 1,8 534,,B,
bin .,12 . 2,100,1 . 02,0,0,0,87 . 8,11077,,I I,
