0,1,2,3,4,5,6,7,8
No,mol / kg,mol /kg,No,mol/kg,mol/kg,No,mol / kg,mo l/kg
1,1 . 068,-----,6,1 .827,-----,17,3.015,-----
2,0 . 88 5,0 . 3 69,7,1 . 673,0 . 242,18,2 . 110,1 . 259
,0 . 612,"0 , 1 91",8,1 . 245,0 . 9 7 1,1 9,1 . 292,2 . 805
,"0 , 239",3 . 659,9,1 . 166,1 . 146,20,0 . 571,5 . 494
5,-----,"3 ,82 7",10,1 . 098,1 . 3 26,21,-----,5 . 7 7 5
,,,11,1 . 017,1 . 543,,,
,,,12,0 . 800,"2 , 23 2",,,
,,,13,0 . 482,3 . 9 54,,,
,,,14,0.3 66,4 . 648,,,
