0,1,2,3,4,5,6,7,8,9
1,0,1 . 131,14 . S,6 . 4 7,44 . 2,12 . 1,8 . 16,5 5 . 8,583 . 6
2,0,1 . 101,10 . 9,5 . 01,4 1 . 2,10 . 3,7 . 16,5 5 . 8,721 . 6
3,0,1 . 094,9 . 44,4 . 3 9,3 9 . 8 5,9 . 44,6 . 62,60 . 1 5,808 . 2
4,0,1 . 096,9 . 6,4 . 44,3 8 . 9,10 . 0,6 . 97,61 . 1,7 7 6 . 4
5,0,1 . 102,9 . 9,4 . 57,37 . 5,1 1 . 0,7 . 63,62 . 5,7 19 . 6
6,0,1 . 157,12 . 4,5 . 3 0,28 . 8,20 . 4,13 . 10,7 1 . 2,443 . 5
7,25,1 . 247,32 . 9,12 . 5,4 6 . 0,25 . 5,14 . 65,54 . 0,268 . 3
8,25,1 . 193,23 . S,9 . 63,43 . 8,20 . 1,12 . 3 5,5 6 . 2,3 5 5 . 0
9,25,1 . 1 7 6,20 . 3,8 . 4 5,42 . 6,18 . 0,1 1 . 4 1,57 . 4,403 . 6
1 0,25,1 . 157,17 . 9,7 . 65,41 . 2,17 . 1,10 . 90,58 . 8,4 39 . 1
11,25,1 . 1 51,1 6 . 6,7 . 1 7,40 . 5,16 . 2,10 . 55,5 9 . 5,464 . 3
12,25,1 . 14 8,16 . 0,6 . 95,40.2,1 5 . 9,10 . 34,59 . 8,478 . 4
13,25,1 . 14 7,15 . 9,6 . 89,3 9 . 8 5,15 . 9,10 . 4 0,60 . 1 5,4 78 . 5
14,25,1 . 148,1 5 . 9,6 . 88,3 9 . 5,16 . 1,10 . 56,60 . 5,473 . 4
15,25,1 . 1 52,16 . 5,7 . 0 3,39 . 2,16 . 9,10 . 92,60 . 8,46 7 . 1
16,25,1 . 1 54,16 . 8,7 . 13,38 . 8,17 . 4,1 1 . 26,61 . 2,443 . 7
1 7,2 5,1 . 160,16 . 8,7 . 18,38 . 2,18 . 2,1 1 . 63,61 . 8,431 . 6
18,25,1 . 162,16 . 9,7 . 18,3 7 . 5,18 . 7,11 . 9 5,62 . S,422 . 8
19,25,1 . 168,17 . 3,7 . 21,3 6 . 3,20 . 0,12 . 65,63 . 7,4 03 . 6
20,25,1 . 206,18 . 8,7 . 56,32 . 5,26 . 1,1 5 . 7 0,67 . 5,3 30 . 0
21,25,1 . 242,21 . 9,8 . 3 0,3 0 . 1,3 3 . 9,19 . 3 0,69 . 9,262 . 3
22,so,,4 5 . 7,12 . 68,27 . 2,80 . 8,33 . 9 6,72 . 8,114 . 4
23,so,,3 6 . 0,11 . 8 5,32 . 1,50 . 6,25 . 10,67 . 9,1 7 0 . 7
