0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,,,,,,,2,,,,,,,,,
.t./,O,C,g/100,g,H2 o,,ma s,s%,a4,,,a mol/kg,,2mass%,,a
