0,1,2,3,4,5,6,7,8
"4 , 19",4 . 38,"22 , 92",2 . 9 1,----,----,29.24,6 . 24,E
4 . 32,4 . 96,23 . 64,3.43,----,----,34 . 50,8.41,""""
4 . 65,5 . 89,25.44,4 . 83,----,----,42 . 53,13 . 55,t i
4.88,6 . 40,"26 , 70",6.12,----,----,46.78,18 . 00,", ,d"
