0,1,2,3,4,5,6,7,8,9,10,11,12
59,"30 , 24",2 . 51,,,,,,,,,13 .21,2 .38
60 6 1  62 63 64,"26 , 57 17 , 52 21 .34 11 . 67 10 . 73","2, 06 0 , 69 0 , 63 1 . 51 1 , 14",-------- ---- ---- ----,,,,------ ---- ------ ----,,,,"12. 78 12.10 10 .38 9 , 43 9 . 48",2.1 5  1 . 8 5 1.22 1 . 46 1 . 21
6 5,"10 ,32","0 , 60",----,,,,---,,,,,
66 67,"10 .37 10 , 61","0 , 61 0 , 63",--------,,,,------- --,,,,9.28 10 . 40 10 . 90,1 . 17 1 . 41 1 .34
68,"10, 64","0 , 64",--,,,,,,,,,
69,"12 , 76","0 , 92",------,,,,--------,,,,11 .82 22.21,1 . 55  3.48
