0,1,2,3,4,5,6
I I,50 . 0,0 . 33 X,1Q 3,,,A
I I,"33 , 3","""'6 , 9 X 10_",5,,,B
,"9 , 1","""'l .:. X 10",6,,,""""
I I,o . o,<10,,,,C
3,100,0.201,,,,A
,9 0 . 9,0.013,,,,""""
I I,83.3,0 . 0048,-,,,""""
I I,66.7,1.17 X,10_ 3,,,""""
I I,so . a,"0 , 84 X",1Q 3,,,""""
I I,"33 , 3","""'1 . 9 10_4 X",,,,B
