0,1,2,3,4,5,6,7,8,9
o . oo,o . oo,12 . 83,1 . 06 0 . 00,,0 . 00,8 7  . 1 7,A,,
0 . 00,0 . 00,o . oo,o . oo 12 . 23,,0 . 7 9,87 . 7 7,B,,
52 . 90,5 . 29,o . oo,0 . 00 0 . 00,,0 . 00,/1 7 . 10,C,,
o . oo,o . oo,1 . 8 8,0 . 15 10.28,,0 . 67,87.84,A + C,,
21.97,1 . 43,6 . 01,"0 , 60 o . oo",,o . oo,"72 , 02",C + D,,
"2 , 49",0 . 13,"10 , 58","0 , 88 0 . 00",,o . oo,86 . 93,A + D,,
4.89,0 . 26,2 . 28,0.18 5 . 90,,0 . 38,86 . 93,A + D +,,E
1 . 85,0 . 09,0 . 00,o . oo 10 . 51,,0 . 68,8 7 . 54,B + F,,
2 . 7 9,0 . 15,0 . 46,0 . 03 10 . 48,,0 . 69,86 . 2 7,B + E +,,F
4 . 97,0.25,1 . 03,0 . 08 2 . 58,,0 . 1 6,91 . 42,D + E +,,F
17 . 54,1 . 07,2 . 98,0 . 28 2 . 88,,0.21,7 6 . 60,C + D +,,F
24 . 21,1 . 58,o . oo,o . oo 3 . 84,,0 . 30,7 1 . 9 5,C + F,,
"2 , 29",0 . 12,0 . 72,0.06 10 . 14,,0 . 66,8 6.85,A + B +,,E
,,,temp .  • 60° c.,,,,,,
o . oo,o . oo,2 2 . 46,2 . 09  0 . 00,,o . oo,7 7 . 54,A,,
o . oo,0.00,o . oo,o . oo 15 . 3 8,,1 . 04,84 . 62,B,,
61 . 5 5,7 . 54,o . oo,o . oo o . oo,,0 . 00,38 . 45,G,,
o . oo,o . oo,3 . 37,0 . 29 13 . 84,,0 . 95,82 . 7 9,A + G,,
4.32,"0 , 26",18 . 11,"1 , 69 o . oo",,o . oo,7 7  . 57,A + H,,
"24 , 93",1 .  7 8,"9 , 12",1.00 0 . 00,,0 . 00,65 . 9 5,G + H,,
