0,1,2,3,4,5,6,7,8,9,10,11
"8 , 97","2 , 9 6",6 .30,"0 , 91",14 . 56,1.05,0 . 92,"0 , 2 7",----,----,A,.
12 . 21,4.28,9 . 60,1 . 47,21 . 56,1 . 60,----,----,"0 , 3 9",o . os,A,
