0,1,2,3,4,5,6
24,"28,62","3 , 02",26 . 74,10 .67,,
25,"24 ,37","2 ,26",24 . 96,8. 78,----,-
26,32 . 8 7,2 . 96,14.90,"5 , 08",----,-------
27 28,"49 , 95 59 , 25",4 . 7 9 8 . 04,-0--. -96,"0--, 3--5",----,----
29,"62 ,35",9.47,----,----,6 .06 6 . 63,1 . 78 2.18
30,"62 , 59","10 , 27",----,--,,
31 32,"61 , 73 60 , 72",10.09 10 .05,--------,------- ---,8 . 7 1  9 . 45,3 . 10 3 . 35
33 34,"60 , 45 56 . 50","9 ,80 9 , 47",---- ----,--------,"10 ,83 10. 50 15 . 41",3 .88 3 . 69  5 . 60
