0,1,2,3,4,5,6,7,8,9
1 . 5,30.2,2 . 7 7,362 . 5 ±,,0 . 1,L 2 380 . 0  ±,,0 . 5,1 . 5
1 . 5,39 . 8,4 . 23,3 6 5 . 0 ±,,0 . 5,LX 380 . 5  ±,,0 . 5,1 . 5
1.5,45/,"5 , 28",3 7 2 5 ±,,0 . 5,Ll 380 0 ±,,0 . 5,1 . 5
1 . 5,49,6 . 15,380d,,,Ll 380d,,,1 . 5
1 . 5,50 . 3,6 . 48,e,,,el e,,,e
2 6 2 6 26,10 . 3  20 56a. °,0 . 66 1 . 44 7 . 3 1,362 . 4  ± 37 7 3 60a° ±,,0 . 4 0 . 2,1 12 L 3 7 5 . 9  ± 2 37 6a8 377  ±,,0 . 2  0 . 5,1 1 1
,,,,,,l,,,
2 . 12,"4 , 73","0 , 28",369.4 ±,,0 . 2,1 377 . 3  ±,,0 . 2,2
2 . 12,9 .88,"0 , 61",3 61 . 4  ±,,0 . 5,"12 378 , 0  ±",,0.2,2
2 . 12,16 . 7,1 . 12,360 . 9  ±,,0 . 2,"12 3 7 9 , 2  ±",,0 .4,2
2 . 12,3 0 . 3,2 . 42,362 . 1  ±,,0 .2,1 2 378.5 ±,,0 . 4,2
