0,1,2,3,4,5,6,7,8,9,10
mass%,mo1%,mass%,mo1%,mass%,mo1/ kg,mass%,mo1/kg,mass%,mol/kg,phase
15.64,"5,13",0.55,0.079,1.27,"0,09",19.25,6.05,---,,
15.32,"5,02","0,59","0,084",1.36,0.10,18.77,"5,87",-----,--------,A A
9.30,2.93,1.17,0.16,"2,70",Q .18,10.02,2.87,----,----,A
8.597.63,"2,70 2.41",1.543.18,0.21 o .44,"3,567.35","0,24 a . so",8.484.47,2.411.26,--------,--------,A A
7.54,2.40,3.73,"0,52",8.62,0.59,3.42,"0,97",----,----,A
