0,1,2,3,4,5,6,7,8,9
"b t/ ° C,",,mass%,a mol/kg,,mass%,mo1/kga,mass%,solid,phases
-19.7,,27.3,2.62,,13,3.62,59.7,A +,B + E
"-9,8",,33.4,3.49,,11.7,3.54,54.9,B +,E + F
63,,59.3,13.09,,14.7,9.41,26,D +,F + G
77.3,,40.2,11.09,,39,31.21,20.8,D +,G + H
12,,"56,5",8.31,,4.5,1.92,39,B +,C + F
"38,3",,66.2,13.76,,6.2,3.74,27.6,C +,D + F
