-10.75,19.48,24.19,1.135,ice +,Column_F,KCl
-9.8,18.23,22.29,1.128,ice,,
-9.8,19.77,24.64,1.1405,KCl,,
10.0,23.8,31.23,1.1646,n,,
30.0,27.18,37.32,1. 1815,11,,
50.0,30.06,42.98,1.193,n,,
70.0,32.51,48.17,1.201,11,,
100.0,35.72,55.57,1.211,11,,
