file,part,table_num,rows,cols,has_mass_percent,has_mol_percent,has_molality,has_mole_fraction,has_phase_info,has_temperature,has_concentration,has_solubility,has_ratio,numeric_count
SDS-31_Part4_table_019.csv,Part4,019,5,18,False,False,False,False,False,False,False,False,False,29
SDS-31_Part4_table_020.csv,Part4,020,11,10,False,False,False,False,False,False,False,False,False,73
SDS-31_Part4_table_021.csv,Part4,021,5,25,True,False,True,False,True,False,False,False,False,40
SDS-31_Part4_table_022.csv,Part4,022,5,9,False,False,False,False,False,False,False,False,False,34
SDS-31_Part4_table_023.csv,Part4,023,16,9,False,False,False,False,True,False,False,False,False,95
SDS-31_Part4_table_024.csv,Part4,024,8,8,False,False,False,False,True,False,False,False,False,56
SDS-31_Part4_table_025.csv,Part4,025,24,15,True,False,True,False,True,False,False,False,False,149
SDS-31_Part4_table_026.csv,Part4,026,4,14,True,False,True,False,False,True,False,False,False,16
SDS-31_Part4_table_027.csv,Part4,027,6,9,False,False,False,False,False,False,False,False,False,41
SDS-31_Part4_table_028.csv,Part4,028,13,9,False,False,False,False,False,False,False,False,False,71
SDS-31_Part4_table_029.csv,Part4,029,17,9,False,False,False,False,False,False,False,False,False,102
SDS-31_Part4_table_030.csv,Part4,030,2,16,False,False,False,False,True,False,False,False,False,7
SDS-31_Part4_table_031.csv,Part4,031,23,10,False,False,False,False,False,False,False,False,False,226
SDS-31_Part4_table_032.csv,Part4,032,30,8,True,False,True,False,True,False,False,False,False,140
SDS-31_Part4_table_033.csv,Part4,033,9,19,False,False,False,False,True,False,False,False,False,65
SDS-31_Part4_table_034.csv,Part4,034,22,8,True,True,False,False,True,False,False,False,False,147
SDS-31_Part4_table_035.csv,Part4,035,57,7,False,False,False,False,True,False,False,False,False,342
SDS-31_Part4_table_036.csv,Part4,036,2,8,False,False,False,False,False,False,False,False,False,14
SDS-31_Part4_table_037.csv,Part4,037,13,8,False,False,False,False,True,False,False,False,False,91
SDS-31_Part4_table_038.csv,Part4,038,17,9,False,False,False,False,False,False,False,False,False,67
SDS-31_Part4_table_039.csv,Part4,039,3,6,True,False,True,False,False,False,False,False,False,10
SDS-31_Part4_table_040.csv,Part4,040,8,7,False,False,False,False,False,False,False,False,False,38
SDS-31_Part4_table_041.csv,Part4,041,12,8,False,False,False,False,False,False,False,False,False,54
SDS-31_Part4_table_042.csv,Part4,042,2,43,False,False,False,False,False,False,False,False,False,10
SDS-31_Part4_table_043.csv,Part4,043,6,13,False,False,False,False,False,False,False,False,False,26
SDS-31_Part4_table_044.csv,Part4,044,5,9,False,False,False,False,False,False,False,False,False,23
SDS-31_Part4_table_045.csv,Part4,045,18,7,False,False,False,False,False,False,False,False,False,78
SDS-31_Part4_table_046.csv,Part4,046,22,9,False,False,False,False,True,False,False,False,False,152
SDS-31_Part4_table_047.csv,Part4,047,57,13,False,False,False,False,True,False,False,False,False,346
SDS-31_Part4_table_048.csv,Part4,048,57,6,True,False,True,False,False,False,False,False,False,223
SDS-31_Part4_table_049.csv,Part4,049,22,7,False,False,False,False,False,False,False,False,False,107
SDS-31_Part4_table_050.csv,Part4,050,25,8,True,True,False,False,True,False,False,False,False,166
SDS-31_Part4_table_051.csv,Part4,051,40,7,False,False,False,False,True,False,False,False,False,239
SDS-31_Part4_table_052.csv,Part4,052,2,8,True,True,False,False,True,False,False,False,False,4
SDS-31_Part4_table_053.csv,Part4,053,28,7,False,False,False,False,False,False,False,False,False,138
SDS-31_Part4_table_054.csv,Part4,054,13,7,False,False,False,False,False,False,False,False,False,50
SDS-31_Part4_table_055.csv,Part4,055,12,7,True,False,True,False,False,False,False,False,False,45
SDS-31_Part4_table_056.csv,Part4,056,13,9,True,False,True,False,False,False,False,False,False,75
SDS-31_Part4_table_057.csv,Part4,057,40,9,True,False,True,False,True,True,False,False,False,242
SDS-31_Part4_table_058.csv,Part4,058,8,11,False,False,False,False,True,False,False,False,False,65
SDS-31_Part4_table_059.csv,Part4,059,44,10,False,False,False,False,True,False,False,False,False,266
SDS-31_Part4_table_060.csv,Part4,060,23,4,True,False,True,True,False,False,False,False,False,88
SDS-31_Part4_table_061.csv,Part4,061,8,11,False,False,False,False,False,False,False,False,False,24
SDS-31_Part4_table_062.csv,Part4,062,8,5,False,False,False,False,True,False,False,False,False,26
SDS-31_Part4_table_063.csv,Part4,063,16,9,False,False,True,False,True,False,False,False,False,61
SDS-31_Part4_table_064.csv,Part4,064,7,5,False,False,False,False,True,False,False,False,False,23
SDS-31_Part4_table_066.csv,Part4,066,11,10,False,False,False,False,False,False,False,False,False,106
SDS-31_Part5_table_001.csv,Part5,001,7,6,False,False,False,False,False,False,False,False,False,39
SDS-31_Part5_table_002.csv,Part5,002,10,18,True,False,True,False,True,False,False,False,False,82
SDS-31_Part5_table_003.csv,Part5,003,17,21,True,False,True,False,True,False,False,False,False,142
SDS-31_Part5_table_004.csv,Part5,004,22,14,True,False,False,False,True,False,False,False,False,186
SDS-31_Part5_table_005.csv,Part5,005,10,9,False,False,True,False,False,False,False,False,False,50
SDS-31_Part5_table_006.csv,Part5,006,11,10,False,False,False,False,False,False,False,False,False,94
SDS-31_Part5_table_007.csv,Part5,007,24,8,True,True,False,False,True,False,False,False,False,130
SDS-31_Part5_table_008.csv,Part5,008,2,10,False,False,False,False,True,False,False,False,False,18
SDS-31_Part5_table_009.csv,Part5,009,2,10,False,False,False,False,True,False,False,False,False,18
SDS-31_Part5_table_010.csv,Part5,010,23,15,True,False,True,False,True,False,False,False,False,191
SDS-31_Part5_table_011.csv,Part5,011,2,9,False,False,False,False,False,False,False,False,False,16
SDS-31_Part5_table_012.csv,Part5,012,3,12,True,False,True,False,True,False,False,False,False,4
SDS-31_Part5_table_013.csv,Part5,013,3,10,False,False,False,False,True,False,False,False,False,26
SDS-31_Part5_table_014.csv,Part5,014,47,10,True,False,True,False,True,False,False,False,False,361
SDS-31_Part5_table_015.csv,Part5,015,8,6,False,False,False,False,False,False,False,False,False,44
SDS-31_Part5_table_016.csv,Part5,016,8,10,True,False,True,False,True,True,False,True,False,8
SDS-31_Part5_table_017.csv,Part5,017,5,12,False,False,False,False,True,False,False,False,False,43
SDS-31_Part5_table_018.csv,Part5,018,30,10,True,False,True,False,True,True,False,False,False,130
SDS-31_Part5_table_019.csv,Part5,019,7,11,True,False,True,False,True,False,False,False,False,51
SDS-31_Part5_table_020.csv,Part5,020,24,10,True,False,True,False,True,True,False,False,False,151
SDS-31_Part5_table_021.csv,Part5,021,7,10,False,False,False,False,True,False,False,False,False,55
SDS-31_Part5_table_023.csv,Part5,023,18,12,False,False,False,False,True,False,False,False,False,129
SDS-31_Part5_table_024.csv,Part5,024,19,10,True,False,True,False,True,False,False,False,False,148
SDS-31_Part5_table_025.csv,Part5,025,5,15,False,False,False,False,True,False,False,False,False,19
SDS-31_Part5_table_026.csv,Part5,026,2,32,False,False,False,False,True,False,False,False,False,17
SDS-31_Part5_table_027.csv,Part5,027,12,11,False,False,False,False,True,False,False,False,False,44
SDS-31_Part5_table_028.csv,Part5,028,22,6,True,False,True,False,True,False,False,False,False,126
SDS-31_Part5_table_029.csv,Part5,029,8,7,True,False,True,False,True,False,False,False,False,41
SDS-31_Part5_table_030.csv,Part5,030,12,10,True,False,False,False,False,False,False,False,False,80
SDS-31_Part5_table_031.csv,Part5,031,6,9,False,False,False,False,True,False,False,False,False,36
SDS-31_Part5_table_032.csv,Part5,032,19,7,False,False,False,False,True,False,False,False,False,100
SDS-31_Part5_table_033.csv,Part5,033,24,6,False,False,False,False,True,True,False,False,False,122
SDS-31_Part5_table_034.csv,Part5,034,25,18,True,False,True,False,True,False,False,False,False,149
SDS-31_Part5_table_035.csv,Part5,035,2,8,False,False,False,False,False,False,False,False,False,14
SDS-31_Part5_table_036.csv,Part5,036,3,8,False,False,False,False,True,False,False,False,False,21
