0,1,2,3,4,5
0,0.26,4.27,"0,27",A,
25,o .75,12.31,"0,86",I t,
37,"0,98",16.08,1.17,B,
40,1.02,16.74,1.23,I t,
44,"1,09",17.89,1.33,I t,
so,1.38,"22,65",C.1.78 B,+,C
55,1.595,26.18,2.16,C,
65,1.84,30.20,2.64,I t,
70,1.99,32.66,"2,96",I t,
75,2.14,35.12,3.30,I t,
