0,1,2,3,4,5,6,7,8,9
K KB02 HP04,,,2,,,,"ref r,",,solid
4 mass% mol%,,mol/kg,mass% mol%,,4 mol/kg,,index,pH,b phase
----,,----,"40,3690,090",,"0,046",,1.445,"14,0",A
"9i ;6453,50",,,----- -----,,-----,,1.390,"9,65",B
