0,1,2,3,4,5,6,7,8,9
+2010.40,"25,50",1.05,17.32,74.50,3.98,69.28,993,I I,
+20 11.40,15.80,1.35,26.58,84.20,7.13,"62,02",654,I I,
+209.20,10.00,"1,24",36.30,90.00,11.08,54.50,449,I I,
+208.00,7.90,1.16,41.40,92.10,13.62,50.60,375,I I,
+207.60,6.80,1.20,46.20,93.20,16.65,46.20,311,I I,
+204.57,3.80,o .72,49.20,96.20,17.71,46.23,300,urea,
+201.97,1.70,0.30,50.60,98.30,17.76,47.43,306,I I,
+200,0,0.00,51.80,100,17.89,48.20,310,I I,
"+2519,80",100,1.81,0,0,0.oo,80.20,3056,KH P0,
+2517.10,45.40,41.68,"8,29",54.60,1.85,74.61°,1639,,
+2514.40,27.20,1.54,17.12,72.80,4.16,68.48,972,"""",
+2512.20,"17,00",1.45,26.34,83.00,7.18,61.46,645,"""",
+259.70,10.60,1.31,36.10,89.40,11.08,54.20,446,I I,
+25 8.50,8.40,1.24,41.15,91.60,13.60,50.45,37 4,"""",
+25 8.00,7.10,1.27,46.00,"93,20",16.65,46.00,309,"""",
+254.32,"3,40",o .72,"52,00",96.60,19.82,43.69,269,urea,
+251.86,1.50,"0,30",53.40,98.50,19.87,44.74,275,I I,
+250,0,"0,00",54.50,100,19.94,45.50,278,I I,
+3522.90,100,2.18,0,0,0.00,77.10,2545,KHto,
+35 19.70,52.00,42.00,8.03,48.00,1.85,72.27,1440,,
+35 16.70,30.80,1.84,16.66,69.20,4.16,66.64,924,I I,
+35  14.40,19.39,1.76,25.80,80.70,7.13,"60,20",627,"""",
+3511.20,"12,20",1.54,"35,50",87.80,11.09,"53,30",435,"""",
"+359,80",9.60,1.45,"40,55",90.40,13.61,49.65,368,I I,
+35 8.70,7.80,1.40,40.65,92.20,16.65,45.65,306,I I,
+35 8.00,"6,30",1.41,50.60,93.70,20.35,41.40,256,I I,
+353.82,2.80,o .72,57.50,97.20,24.75,"39,68",226,urea,
+35 1.64,1.20,0.30,59.00,98.80,24.95,"39,36",218,I I,
+350,0,0.00,59.50,100,24.46,40.50,227,I I,
Part  2. Monovariant,and,invariant,points .,,,,,,
,KH2Po4,,,CO (NH2),,H20,,,
t./ O C a mass%,concn b,mol/kg,mass%,concn 5,mol/kga,b mass%,concn,solid phases,
-5.19.40,31.40,0.84,9.06,68.60,1.85,81.50,2057,ice,
-8.58.30,16.70,0.83,18.34,83.30,4.16,73.36,1111,"""",
- 12.07.30,10.40,0.82,27.81,"89,60",7.13,64.89,696,I I,
"+0,67.20","7,80",0.94,37.10,92.20,11.09,"55,70",460,urea + KH,Po
"+8.67,31","7,10",1.05,41.70,"92,90",13.61,51.00,37 7,I I  2,4
+18.27.60,6.80,1.20,"46,20","93,20",16.65,46.20,311,"""",
"+27,57.80","6,10",1.38,50.70,"93,90","20,34",41.50,255,I I,
-11.72.74,3.70,0.30,31.15,"96,30",7.84,65.76,670,urea + ice,
+10.02.20,2.10,0.30,45.10,97.90,14.24,52.70,380 a-urea,+ a-urea,
"-12,86.31",a . so,0.72,29.90,91.50,7.80,63.79,649,urea + ice,
+2.05.48,5.80,o .72,39.20,54.20,11.79,55.32,442 a-urea,+ a-urea,
"-10,80",0,0.oo,"33,30",100,8.20,67. oo,676,urea + ice,
+22.50,0,0.oo,"53,30",100,19.00,46.70,292 a-urea,+ a-urea,
-2.411.70,100,0.97,0,0,0.00,88.30,5700,ice + KH,Po
-12.97.00,90.60,0.81,29.70,9.40,7.81,63.30,643 ic e+urea+KH2Po4,,
