0,1,2,3,4,5,6,7,8,9
.t./ •c,d g cm -3,concna,concna,Mb,mass%,mol/kg,mass%,mol/kg,phase
60,1.201,0.0000,0.6151,903.l,0.oo,0.00,31.44,6.15,A
60,-----,0.0643,0.6059,828.9,1.96,0.21,30.50,6.05,I I
60,-----,0.15 I I  39,0.5908,746.0,4.62,0.51,29.16,5.90,
60,1.204,0.1931,"0,5832",715.6,5.75,0.64,28.56,5.83,A + B
60,-----,0.2604,0.4695,761.1,8.04,0.86,23.84,4.69,B
60,-----,0.37 71,"0,3342",781.0,12.04,1.25,17.54,3.34,I I
60,-----,0.5116,0.2388,740.3,16.45,1.70,12.62,2.38,I I
60,-----,o .7121,0.1424,650.1,22.60,2.37,7.42,1.42,I I
60,1.240,1.0554,0.0000,526.4,32.37,3.51,0.00,o.oo,I I
80,1.214,0.0000,0.6836,812.6,0.00,0.00,33.76,6.83,A
80,-----,0.0888,0.6731,729.1,2.61,0.29,32.54,6.73,I I
80,-----,0.1970,0.6553,652.6,5.66,0.65,30.96,6.55,I I
80,1.230,0.2870,0.6370,601.2,8.11,0.95,29.58,6.37,A + B
80,-----,0.4256,0.4604,627.0,12.56,1.41,22.34,4.60,B
80,-----,0.6005,0.3327,595.3,"17,91",2.00,16.31,3.32,I I
80,-----,0.9132,0.1871,504.9,26.66,3.04,8.97,1.87,I I
80,-----,1.2355,0.0832,421.3,34.54,4.11,3.82,0.83,I I
80,1.309,1.5162,0.0000,36 6.4,40.75,5.05,o.oo,0.00,I I
