0,1,2,3,4
B -Zn(OH)2,11.98,-15.42,11.76,-16.24
l,,,,
Bz-Zn(OH) 2,12.02,-15.38,11.8,-16.2
y-Zn(OH)2,11.96,-15.44,11.74,-16.26
o-Zn(OH)2,12.07,-15.33,11.85,-16.15
e:-Zn(OH)2 c,11.75,-15.65,11.53,-16.47
active ZnO,11.56,-15.84,11.34,-16.66
d,,,,
inactive ZnO,11.39,-16.01,11.17,-16.83
